"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","11","0","2","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","11","0","8","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat2.RainbowMat2","11","0","20","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","11","0","40","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_PrimaryBlue.M_PrimaryBlue","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_DarkGray.M_DarkGray","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_Orange.M_Orange","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_SecondaryGreen.M_SecondaryGreen","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_SecondaryBlue.M_SecondaryBlue","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_Yellow.M_Yellow","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_LightGray.M_LightGray","11","0","20","1","0.000000","0","0"
"/Game/MyContent/BrandColours/M_PrimaryGreen.M_PrimaryGreen","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat1.RainbowMat1","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat3.RainbowMat3","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat7.RainbowMat7","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat5.RainbowMat5","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat6.RainbowMat6","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat4.RainbowMat4","11","0","20","1","0.000000","0","0"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat8.RainbowMat8","11","0","20","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","11","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","11","0","693","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","11","0","26","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","11","0","24","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","11","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","11","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","11","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","11","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","11","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","11","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","11","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","11","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","11","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","11","0","26","6","0.000000","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","11","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","11","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","11","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","11","0","250","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","11","0","6","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","11","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","11","0","30","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","11","0","112","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","11","0","2","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","11","0","8","1","0.000000","0","0"
"/Game/MyContent/Images/GCLogoFull_Mat.GCLogoFull_Mat","11","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","11","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","11","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","11","0","4","2","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","11","0","50","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","11","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","11","0","10","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","11","0","2","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","11","0","70","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","11","0","52","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","11","0","150","3","0.000000","0","50"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","11","0","52","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","11","0","52","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","11","0","50","1","0.000000","0","0"
